tissue1,tissue2,IGH,IGK,IGL,TRA,TRB,TRD,TRG
Prostate,Colon - Sigmoid,1.0,0.9909771751,0.999427371636,1.0,1.0,1.0,1.0
Prostate,Colon - Transverse,1.0,0.986656464432,0.99518725088,1.0,1.0,1.0,1.0
Prostate,Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Prostate,Esophagus - Mucosa,1.0,0.981149858624,0.990384615385,1.0,1.0,1.0,1.0
Prostate,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Prostate,Heart - Atrial Appendage,1.0,0.987804878049,1.0,1.0,1.0,1.0,1.0
Prostate,Heart - Left Ventricle,1.0,0.9970856102,1.0,1.0,1.0,1.0,1.0
Prostate,Liver,1.0,0.983098591549,0.984496124031,1.0,1.0,1.0,1.0
Prostate,Lung,0.99808915105,0.971383127825,0.983498062016,1.0,1.0,1.0,1.0
Prostate,Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Prostate,Nerve - Tibial,1.0,0.987951807229,1.0,1.0,1.0,1.0,1.0
Prostate,Pancreas,1.0,0.985239651416,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Adipose - Visceral (Omentum),1.0,0.990706589484,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Artery - Aorta,1.0,0.995072786997,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Artery - Coronary,1.0,0.992779783394,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Brain - Spinal cord (cervical c-1),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Breast - Mammary Tissue,1.0,0.998232765847,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Colon - Sigmoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Colon - Transverse,1.0,0.997132616487,0.998954703833,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Esophagus - Mucosa,1.0,0.992598374518,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Heart - Atrial Appendage,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Heart - Left Ventricle,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Liver,1.0,0.990080912459,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Lung,1.0,0.991499696418,0.996007984032,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Minor Salivary Gland,0.999161249738,0.994367220859,0.996152613017,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Nerve - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Ovary,1.0,0.983193277311,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Pancreas,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Pituitary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Not Sun Exposed (Suprapubic),Prostate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Adipose - Visceral (Omentum),1.0,0.996992481203,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Artery - Aorta,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Artery - Coronary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Spinal cord (cervical c-1),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Brain - Substantia nigra,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Breast - Mammary Tissue,1.0,0.998694799477,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Colon - Sigmoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Colon - Transverse,1.0,0.998497164202,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Esophagus - Mucosa,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Heart - Atrial Appendage,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Heart - Left Ventricle,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Kidney - Cortex,1.0,0.996086105675,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Liver,1.0,0.995460322302,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Lung,1.0,0.995623632385,0.999012345679,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Minor Salivary Gland,0.999905864633,0.998350296406,0.998576711202,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Nerve - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Ovary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Pancreas,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Pituitary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Prostate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skin - Sun Exposed (Lower leg),Skin - Not Sun Exposed (Suprapubic),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Adipose - Subcutaneous,1.0,0.996466940987,0.998947613962,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Adipose - Visceral (Omentum),0.999010390896,0.986855077226,0.994849785408,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Adrenal Gland,1.0,0.995372155804,0.996957403651,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Artery - Aorta,0.999112333116,0.974590849374,0.987412339453,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Artery - Coronary,0.998665777185,0.984712077459,0.994619316653,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Artery - Tibial,1.0,0.997298853369,1.0,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Breast - Mammary Tissue,1.0,0.986577181208,0.992992291521,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Cells - EBV-transformed lymphocytes,1.0,0.991808364861,0.996583885046,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Cells - Transformed fibroblasts,1.0,0.999002555393,1.0,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Colon - Sigmoid,1.0,0.989955357143,0.994540491356,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Colon - Transverse,0.984144960362,0.887572690071,0.944587628866,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Esophagus - Gastroesophageal Junction,1.0,0.997205923442,0.99922420481,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Esophagus - Mucosa,0.994941831057,0.931055709449,0.963926465487,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Esophagus - Muscularis,1.0,0.99746835443,0.99836867863,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Heart - Atrial Appendage,1.0,0.995201279659,0.999028182702,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Heart - Left Ventricle,1.0,0.99592932497,1.0,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Lung,0.996963063381,0.944372157495,0.973649613102,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Muscle - Skeletal,1.0,0.998680690677,1.0,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Nerve - Tibial,1.0,0.996274146906,0.998086292901,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Pancreas,1.0,0.990994111534,0.997105643994,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Prostate,1.0,0.986263156382,0.995969350416,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Skin - Not Sun Exposed (Suprapubic),1.0,0.995632698114,0.999006455327,1.0,1.0,1.0,1.0
Small Intestine - Terminal Ileum,Skin - Sun Exposed (Lower leg),1.0,0.997850151539,1.0,1.0,1.0,1.0,1.0
Spleen,Adipose - Subcutaneous,0.999305475171,0.995559080095,0.997186620819,1.0,1.0,1.0,1.0
Spleen,Adipose - Visceral (Omentum),0.99723183391,0.988698324576,0.992961876833,1.0,0.993730407524,1.0,1.0
Spleen,Adrenal Gland,0.997774480712,0.994610485056,0.996303142329,1.0,1.0,1.0,1.0
Spleen,Artery - Aorta,0.997845902436,0.989607173396,0.99319589994,1.0,0.991657872255,1.0,1.0
Spleen,Artery - Coronary,0.995527728086,0.985458070771,0.991379310345,1.0,1.0,1.0,1.0
Spleen,Artery - Tibial,1.0,0.998080139914,0.999011482553,1.0,1.0,1.0,1.0
Spleen,Breast - Mammary Tissue,0.997877467027,0.993330892672,0.995699955792,1.0,1.0,1.0,1.0
Spleen,Cells - EBV-transformed lymphocytes,1.0,0.993520249221,0.996181384248,1.0,1.0,1.0,1.0
Spleen,Cells - Transformed fibroblasts,1.0,0.998956340233,0.999721874565,1.0,1.0,1.0,1.0
Spleen,Colon - Sigmoid,0.999300950947,0.996490691561,0.997471693515,1.0,1.0,1.0,1.0
Spleen,Colon - Transverse,0.99293544458,0.850919412563,0.928645833333,1.0,1.0,1.0,1.0
Spleen,Esophagus - Gastroesophageal Junction,1.0,0.996960678782,0.998750780762,1.0,1.0,1.0,1.0
Spleen,Esophagus - Mucosa,0.992522542336,0.942694766753,0.967509025271,1.0,1.0,1.0,1.0
Spleen,Esophagus - Muscularis,0.999653379549,0.997296485431,0.99873677562,1.0,1.0,1.0,1.0
Spleen,Heart - Atrial Appendage,0.999635302699,0.99670612455,0.998057174577,1.0,1.0,1.0,1.0
Spleen,Heart - Left Ventricle,0.999826599619,0.997680775284,0.998900091659,1.0,1.0,1.0,1.0
Spleen,Liver,0.984389976722,0.922212618842,0.936711711712,1.0,1.0,1.0,1.0
Spleen,Lung,0.978288997364,0.896250247776,0.930375729259,1.0,0.976450276243,1.0,1.0
Spleen,Muscle - Skeletal,1.0,0.998386919478,0.999283430413,1.0,1.0,1.0,1.0
Spleen,Nerve - Tibial,0.99953390818,0.996141065495,0.998160355665,1.0,1.0,1.0,1.0
Spleen,Ovary,0.998541742618,0.989491552825,0.995053956835,1.0,1.0,1.0,1.0
Spleen,Pancreas,0.999449187552,0.994908512331,0.997291807718,1.0,1.0,1.0,1.0
Spleen,Prostate,0.998712584487,0.98661834402,0.993831391364,1.0,0.980198019802,1.0,1.0
Spleen,Skin - Not Sun Exposed (Suprapubic),0.999428326426,0.99689515166,0.998084291188,1.0,1.0,1.0,1.0
Spleen,Skin - Sun Exposed (Lower leg),1.0,0.998659731827,0.999274462501,1.0,1.0,1.0,1.0
Spleen,Small Intestine - Terminal Ileum,0.986594132504,0.86432160804,0.926904094971,0.984,0.988304093567,1.0,1.0
Stomach,Adipose - Subcutaneous,1.0,0.995145631068,0.99795221843,1.0,1.0,1.0,1.0
Stomach,Adipose - Visceral (Omentum),1.0,0.976996805112,0.991902834008,1.0,1.0,1.0,1.0
Stomach,Adrenal Gland,1.0,0.989994441356,0.994694960212,1.0,1.0,1.0,1.0
Stomach,Artery - Aorta,0.998132586368,0.979130434783,0.991130820399,1.0,1.0,1.0,1.0
Stomach,Artery - Coronary,1.0,0.974338395686,0.99135769091,1.0,1.0,1.0,1.0
Stomach,Artery - Tibial,1.0,0.998179980938,1.0,1.0,1.0,1.0,1.0
Stomach,Breast - Mammary Tissue,0.998456190847,0.976977340404,0.991394045817,1.0,1.0,1.0,1.0
Stomach,Cells - EBV-transformed lymphocytes,1.0,0.987596328022,0.995254233471,1.0,1.0,1.0,1.0
Stomach,Cells - Transformed fibroblasts,1.0,0.998859797092,1.0,1.0,1.0,1.0,1.0
Stomach,Colon - Sigmoid,0.998597475456,0.98937784522,0.994436717663,1.0,1.0,1.0,1.0
Stomach,Colon - Transverse,0.993017308428,0.924600746765,0.95964396447,1.0,1.0,1.0,1.0
Stomach,Esophagus - Gastroesophageal Junction,1.0,0.994347273016,0.998190564866,1.0,1.0,1.0,1.0
Stomach,Esophagus - Mucosa,0.992798353909,0.926004980434,0.964904862579,1.0,1.0,1.0,1.0
Stomach,Esophagus - Muscularis,1.0,0.99530563339,0.99887688359,1.0,1.0,1.0,1.0
Stomach,Heart - Atrial Appendage,1.0,0.99221609223,0.997767948939,1.0,1.0,1.0,1.0
Stomach,Heart - Left Ventricle,1.0,0.996569468268,0.999572100984,1.0,1.0,1.0,1.0
Stomach,Liver,0.995767195767,0.94480620155,0.971334068357,1.0,1.0,1.0,1.0
Stomach,Lung,0.985059848715,0.902530521006,0.938930697518,1.0,1.0,1.0,1.0
Stomach,Muscle - Skeletal,1.0,0.998034076016,1.0,1.0,1.0,1.0,1.0
Stomach,Nerve - Tibial,1.0,0.993581593198,0.997850852761,1.0,1.0,1.0,1.0
Stomach,Ovary,1.0,0.982895327661,0.995698184443,1.0,1.0,1.0,1.0
Stomach,Pancreas,1.0,0.985401459854,0.993179880648,1.0,1.0,1.0,1.0
Stomach,Prostate,1.0,0.979191351743,0.988092585653,1.0,1.0,1.0,1.0
Stomach,Skin - Not Sun Exposed (Suprapubic),1.0,0.996112730807,1.0,1.0,1.0,1.0,1.0
Stomach,Skin - Sun Exposed (Lower leg),1.0,0.998660415271,1.0,1.0,1.0,1.0,1.0
Stomach,Small Intestine - Terminal Ileum,0.993936331481,0.898337292162,0.954369682908,1.0,1.0,1.0,1.0
Stomach,Spleen,0.991904488956,0.905345698181,0.94044019894,1.0,1.0,1.0,1.0
Testis,Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Adipose - Visceral (Omentum),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Artery - Aorta,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Artery - Coronary,1.0,0.994350282486,1.0,1.0,1.0,1.0,1.0
Testis,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Breast - Mammary Tissue,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Colon - Sigmoid,1.0,0.999718389186,1.0,1.0,1.0,1.0,1.0
Testis,Colon - Transverse,1.0,0.998053527981,0.999156236816,1.0,1.0,1.0,1.0
Testis,Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Esophagus - Mucosa,1.0,0.996903772655,1.0,1.0,1.0,1.0,1.0
Testis,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Heart - Atrial Appendage,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Heart - Left Ventricle,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Kidney - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Liver,1.0,0.996415770609,1.0,1.0,1.0,1.0,1.0
Testis,Lung,1.0,0.994986476542,0.99863752568,1.0,1.0,1.0,1.0
Testis,Minor Salivary Gland,1.0,0.998670654703,0.999617004979,1.0,1.0,1.0,1.0
Testis,Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Nerve - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Pancreas,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Pituitary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Prostate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Skin - Not Sun Exposed (Suprapubic),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Skin - Sun Exposed (Lower leg),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Testis,Small Intestine - Terminal Ileum,1.0,0.998082385218,0.99927767307,1.0,1.0,1.0,1.0
Testis,Spleen,1.0,0.998472189299,0.999088839829,1.0,1.0,1.0,1.0
Testis,Stomach,1.0,0.996673206812,0.999571459181,1.0,1.0,1.0,1.0
Thyroid,Adipose - Subcutaneous,1.0,0.998606965174,1.0,1.0,1.0,1.0,1.0
Thyroid,Adipose - Visceral (Omentum),1.0,0.979002624672,0.995850622407,1.0,1.0,1.0,1.0
Thyroid,Adrenal Gland,1.0,0.995479576092,1.0,1.0,1.0,1.0,1.0
Thyroid,Artery - Aorta,1.0,0.987380573249,1.0,1.0,1.0,1.0,1.0
Thyroid,Artery - Coronary,1.0,0.987240829346,1.0,1.0,1.0,1.0,1.0
Thyroid,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Spinal cord (cervical c-1),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Brain - Substantia nigra,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Breast - Mammary Tissue,1.0,0.988069414317,0.994475138122,1.0,1.0,1.0,1.0
Thyroid,Cells - EBV-transformed lymphocytes,1.0,0.986023220725,1.0,1.0,1.0,1.0,1.0
Thyroid,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Colon - Sigmoid,1.0,0.997003184117,0.999582855355,1.0,1.0,1.0,1.0
Thyroid,Colon - Transverse,1.0,0.9889763753,0.997294971809,1.0,1.0,1.0,1.0
Thyroid,Esophagus - Gastroesophageal Junction,1.0,0.999203345947,1.0,1.0,1.0,1.0,1.0
Thyroid,Esophagus - Mucosa,1.0,0.980131578948,0.994623655914,1.0,1.0,1.0,1.0
Thyroid,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Heart - Atrial Appendage,1.0,0.989637857578,1.0,1.0,1.0,1.0,1.0
Thyroid,Heart - Left Ventricle,1.0,0.998968008256,1.0,1.0,1.0,1.0,1.0
Thyroid,Liver,1.0,0.98050310076,0.997046517351,1.0,1.0,1.0,1.0
Thyroid,Lung,0.998011928429,0.975806451613,0.986463620981,1.0,1.0,1.0,1.0
Thyroid,Minor Salivary Gland,0.999147969327,0.980307207562,0.992659325993,1.0,1.0,1.0,1.0
Thyroid,Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Nerve - Tibial,1.0,0.988321788387,1.0,1.0,1.0,1.0,1.0
Thyroid,Ovary,1.0,0.984615384615,1.0,1.0,1.0,1.0,1.0
Thyroid,Pancreas,1.0,0.994758102021,1.0,1.0,1.0,1.0,1.0
Thyroid,Pituitary,1.0,0.996680497925,1.0,1.0,1.0,1.0,1.0
Thyroid,Prostate,1.0,0.988146810791,1.0,1.0,1.0,1.0,1.0
Thyroid,Skin - Not Sun Exposed (Suprapubic),1.0,0.996027016289,1.0,1.0,1.0,1.0,1.0
Thyroid,Skin - Sun Exposed (Lower leg),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thyroid,Small Intestine - Terminal Ileum,0.999765478424,0.987260887208,0.994255904798,1.0,1.0,1.0,1.0
Thyroid,Spleen,0.997202992674,0.98228848206,0.990009114977,1.0,1.0,1.0,1.0
Thyroid,Stomach,1.0,0.98943467751,0.996212066863,1.0,1.0,1.0,1.0
Thyroid,Testis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Adipose - Subcutaneous,1.0,0.989951967413,1.0,1.0,1.0,1.0,1.0
Uterus,Adrenal Gland,1.0,0.97955613577,1.0,1.0,1.0,1.0,1.0
Uterus,Artery - Aorta,1.0,0.981446845103,1.0,1.0,1.0,1.0,1.0
Uterus,Artery - Coronary,1.0,0.988888888889,1.0,1.0,1.0,1.0,1.0
Uterus,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Breast - Mammary Tissue,1.0,0.986821086262,0.992753623188,1.0,1.0,1.0,1.0
Uterus,Cells - EBV-transformed lymphocytes,1.0,1.0,0.988950276243,1.0,1.0,1.0,1.0
Uterus,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Colon - Sigmoid,1.0,1.0,0.998202247191,1.0,1.0,1.0,1.0
Uterus,Colon - Transverse,1.0,0.99362432565,0.995808885163,1.0,1.0,1.0,1.0
Uterus,Esophagus - Gastroesophageal Junction,1.0,0.994186046512,1.0,1.0,1.0,1.0,1.0
Uterus,Esophagus - Mucosa,1.0,0.984848484848,0.990407673861,1.0,1.0,1.0,1.0
Uterus,Esophagus - Muscularis,1.0,0.992557304612,1.0,1.0,1.0,1.0,1.0
Uterus,Heart - Left Ventricle,1.0,1.0,1.0,1.0,1.0,1.0,1.0
