tool,1,2,4,8,16,32,64,128
imrep,0.84,0.86,0.78,0.67,0.65,0.56,0.5,0.41
mixcr,0.48,0.43,0.35,0.31,0.24,0.19,0.15,0.1
imseq,0.59,0.58,0.35,0.26,0.19,0.1,0.08,0.05
igblast,0.5,1,0.75,0.28,0.43,0.3,0.11,0.08
