tool,1,2,4,8,16,32,64,128
imrep,0.86,0.8,0.83,0.76,0.66,0.7,0.48,0.35
mixcr,1,1,0.5,0.5,0.2,1,0.4,0.25
imseq,0,0,0,0,0,0,0,0
igblast,0,0,0,0,0,1,0.5,0.5
